,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Domingos Quina\41fb0f4e,pt POR,MT,18,8,3,338,3.8,1,0,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,0.2,0.2,0.2,0.4,0.06,0.04,0.10,0.06,0.10,Matchs
Nathaniel Chalobah\422862ea,eng ENG,MT,23,9,3,270,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matchs
Miguel Britos\356a9a62,uy URU,DF,33,3,2,185,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Marc Navarro\c2846353,es ESP,DF,23,2,1,84,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Ben Wilmot\2876eaa3,eng ENG,MTDF,18,2,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Stefano Okaka\601ef102,it ITA,MTAT,28,2,0,24,0.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.77,1.21,1.98,0.77,1.98,Matchs
Sebastian Prödl\f5e6d08d,at AUT,DF,31,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Heurelho Gomes\d596e193,br BRA,GB,37,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Adalberto Peñaranda\4b3f2936,ve VEN,ATMT,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,28.5,38,418,3420,38.0,51,39,50,1,1,79,4,1.34,1.03,2.37,1.32,2.34,47.6,46.8,34.0,80.8,1.25,0.89,2.15,1.23,2.13,
Total adversaire,,,26.8,38,418,3420,38.0,56,38,52,4,5,50,3,1.47,1.00,2.47,1.37,2.37,54.9,51.1,36.7,87.8,1.44,0.96,2.41,1.34,2.31,
