,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Fabian Delph\111c3236,eng ENG,DF,27,22,21,1741,19.3,1,2,1,0,0,2,0,0.05,0.10,0.16,0.05,0.16,0.2,0.2,1.2,1.4,0.01,0.06,0.07,0.01,0.07,Matchs
Gabriel Jesus\b66315ae,br BRA,AT,20,29,19,1668,18.5,13,3,13,0,2,6,0,0.70,0.16,0.86,0.70,0.86,14.6,13.0,2.2,15.3,0.79,0.12,0.91,0.70,0.82,Matchs
Vincent Kompany\d2bff301,be BEL,DF,31,17,17,1394,15.5,1,1,1,0,0,6,0,0.06,0.06,0.13,0.06,0.13,1.1,1.1,0.7,1.7,0.07,0.04,0.11,0.07,0.11,Matchs
John Stones\5eecec3d,eng ENG,DF,23,18,16,1302,14.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.0,1.1,0.08,0.00,0.08,0.08,0.08,Matchs
Bernardo Silva\3eb22ec9,pt POR,ATMT,22,35,15,1533,17.0,6,4,6,0,0,0,0,0.35,0.23,0.59,0.35,0.59,4.2,3.6,2.2,5.8,0.25,0.13,0.37,0.21,0.34,Matchs
İlkay Gündoğan\819b3158,de GER,MT,26,30,15,1517,16.9,4,1,3,1,1,3,0,0.24,0.06,0.30,0.18,0.24,3.6,2.8,2.1,4.9,0.21,0.12,0.33,0.17,0.29,Matchs
Danilo\94b2001f,br BRA,DF,26,23,13,1349,15.0,3,2,3,0,0,2,0,0.20,0.13,0.33,0.20,0.33,1.1,1.1,0.2,1.2,0.07,0.01,0.08,0.07,0.08,Matchs
Aymeric Laporte\119b9a8e,es ESP,DF,23,9,9,806,9.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matchs
Oleksandr Zinchenko\51cf8561,ua UKR,DF,20,8,6,532,5.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.02,0.06,0.07,0.02,0.07,Matchs
Eliaquim Mangala\f520049f,fr FRA,DF,26,9,4,488,5.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.04,0.00,0.05,0.04,0.05,Matchs
Benjamin Mendy\5271c8f1,fr FRA,DF,23,7,4,363,4.0,0,1,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,0.1,0.1,0.7,0.8,0.02,0.18,0.21,0.02,0.21,Matchs
Claudio Bravo\10072610,cl CHI,GB,34,3,2,226,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Yaya Touré\c204f844,ci CIV,MT,34,10,1,236,2.6,0,2,0,0,0,1,0,0.00,0.76,0.76,0.00,0.76,0.3,0.3,1.3,1.6,0.12,0.51,0.62,0.12,0.62,Matchs
Brahim Díaz\407feb71,es ESP,ATMT,17,5,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.72,0.00,0.72,0.72,0.72,Matchs
Phil Foden\ed1e53f3,eng ENG,MTAT,17,5,0,49,0.5,0,1,0,0,0,0,0,0.00,1.84,1.84,0.00,1.84,0.0,0.0,0.3,0.3,0.00,0.64,0.64,0.00,0.64,Matchs
Lukas Nmecha\0cc5f4a5,de GER,AT,18,2,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Tosin Adarabioyo\c81d773d,eng ENG,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,26.4,38,418,3420,38.0,103,85,97,6,8,,,2.71,2.24,4.95,2.55,4.79,86.4,80.4,63.3,143.7,2.27,1.67,3.94,2.11,3.78,
Total adversaire,,,26.9,38,418,3420,38.0,25,17,25,0,2,77,3,0.66,0.45,1.11,0.66,1.11,22.8,21.3,14.8,36.1,0.60,0.39,0.99,0.56,0.95,
