,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Nathan Tella\f1e94cd6,eng ENG,ATMT,21,18,7,745,8.3,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,1.8,1.8,0.8,2.6,0.22,0.09,0.31,0.22,0.31,Matchs
William Smallbone\5e105217,ie IRL,MT,20,3,2,172,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matchs
Shane Long\9f472354,ie IRL,AT,33,11,1,210,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matchs
Yan Valery\531a4aa8,fr FRA,DFMT,21,3,1,103,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.27,0.00,0.27,0.27,0.27,Matchs
Kayne Ramsey\dc31b84c,eng ENG,DF,19,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Jake Vokins\d484c261,eng ENG,DF,20,1,1,66,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.22,0.22,0.00,0.22,Matchs
Alexandre Jankewitz\7c39363f,ch SUI,MT,18,2,1,3,0.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Dan Nlundulu\30040f5d,eng ENG,AT,21,13,0,111,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.02,0.10,0.08,0.10,Matchs
Michael Obafemi\caa1a7f0,ie IRL,AT,20,4,0,61,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.16,0.16,0.00,0.16,Matchs
Caleb Watts\c7170b46,au AUS,MTAT,18,3,0,39,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Allan Tchaptchet\ab7d7882,fr FRA,DF,18,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Kgagelo Chauke\06791660,eng ENG,MT,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Will Ferry\f4765c97,ie IRL,MT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Ryan Finnigan\9610c9c1,eng ENG,MT,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Harry Lewis\c35e99d8,eng ENG,GB,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,26.6,38,418,3420,38.0,47,33,42,5,6,52,3,1.24,0.87,2.11,1.11,1.97,42.4,37.9,27.4,65.3,1.11,0.72,1.84,1.00,1.72,
Total adversaire,,,26.5,38,418,3420,38.0,67,44,59,8,9,58,3,1.76,1.16,2.92,1.55,2.71,54.2,47.4,36.3,83.7,1.43,0.96,2.38,1.25,2.20,
