,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Paul Pogba\867239d3,fr FRA,MTAT,27,26,21,1897,21.1,3,3,3,0,0,3,0,0.14,0.14,0.28,0.14,0.28,2.1,2.1,2.1,4.2,0.10,0.10,0.20,0.10,0.20,Matchs
Mason Greenwood\58eee997,eng ENG,AT,18,31,21,1822,20.2,7,2,7,0,0,2,0,0.35,0.10,0.44,0.35,0.44,7.4,7.4,1.8,9.2,0.37,0.09,0.45,0.37,0.45,Matchs
Anthony Martial\8b788c01,fr FRA,AT,24,22,17,1480,16.4,4,3,4,0,0,0,1,0.24,0.18,0.43,0.24,0.43,6.5,6.5,2.0,8.5,0.40,0.12,0.51,0.40,0.51,Matchs
Edinson Cavani\527f063d,uy URU,AT,33,26,13,1375,15.3,10,3,10,0,0,4,0,0.65,0.20,0.85,0.65,0.85,7.4,7.4,2.7,10.1,0.48,0.17,0.66,0.48,0.66,Matchs
Dean Henderson\e5a76dfe,eng ENG,GB,23,13,12,1125,12.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Nemanja Matić\eb7822d7,rs SRB,MT,31,20,12,1106,12.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.7,0.02,0.03,0.06,0.02,0.06,Matchs
Daniel James\c931d9f9,wls WAL,AT,22,15,11,910,10.1,3,1,3,0,0,3,0,0.30,0.10,0.40,0.30,0.40,2.3,2.3,1.2,3.5,0.23,0.12,0.34,0.23,0.34,Matchs
Eric Bailly\a1232f4e,ci CIV,DF,26,12,10,916,10.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matchs
Alex Telles\e73c9bb2,br BRA,DF,27,9,8,690,7.7,0,2,0,0,0,0,0,0.00,0.26,0.26,0.00,0.26,0.2,0.2,1.1,1.3,0.02,0.15,0.17,0.02,0.17,Matchs
Juan Mata\29733c72,es ESP,ATMT,32,9,6,509,5.7,1,2,0,1,1,0,0,0.18,0.35,0.53,0.00,0.35,1.1,0.3,0.8,1.2,0.19,0.15,0.34,0.06,0.21,Matchs
Donny van de Beek\50dc94ce,nl NED,MTAT,23,19,4,524,5.8,1,1,1,0,0,1,0,0.17,0.17,0.34,0.17,0.34,0.3,0.3,1.0,1.3,0.05,0.17,0.22,0.05,0.22,Matchs
Axel Tuanzebe\2baec6ce,eng ENG,DF,22,9,4,404,4.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Brandon Williams\5e74d6c8,eng ENG,DF,19,4,2,188,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.01,0.06,0.05,0.06,Matchs
Amad Diallo\9dc96f10,ci CIV,AT,18,3,2,166,1.8,0,1,0,0,0,0,0,0.00,0.54,0.54,0.00,0.54,0.0,0.0,0.5,0.5,0.02,0.26,0.29,0.02,0.29,Matchs
Anthony Elanga\2fba6108,se SWE,AT,18,2,2,155,1.7,1,0,1,0,0,0,0,0.58,0.00,0.58,0.58,0.58,0.3,0.3,0.0,0.3,0.16,0.02,0.18,0.16,0.18,Matchs
Timothy Fosu-Mensah\a9142dc3,nl NED,DF,22,1,1,80,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.03,0.31,0.34,0.03,0.34,Matchs
Shola Shoretire\00f0482f,eng ENG,AT,16,2,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Odion Ighalo\03622183,ng NGA,AT,31,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Hannibal Mejbri\ca22ccb0,tn TUN,MT,17,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
William Thomas Fish\b2ee9d2c,eng ENG,DF,17,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Nathan Bishop\bf713136,eng ENG,GB,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Lee Grant\9dab6e3b,eng ENG,GB,37,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Jesse Lingard\810e3c74,eng ENG,ATMT,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,25.6,38,418,3420,38.0,70,51,60,10,11,64,1,1.84,1.34,3.18,1.58,2.92,60.2,51.9,40.5,92.4,1.58,1.07,2.65,1.37,2.43,
Total adversaire,,,26.6,38,418,3420,38.0,42,28,38,4,4,64,3,1.11,0.74,1.84,1.00,1.74,42.2,39.3,28.2,67.5,1.11,0.74,1.85,1.03,1.78,
